School Name,State Name [Public School] Latest available year,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Male Students [Public School] 2018-19,Female Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Black Students [Public School] 2018-19,White Students [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19,Latitude [Public School] 2018-19,Longitude [Public School] 2018-19,CSA ID [District] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19
MISSION PARK ELEMENTARY,California,Monterey County,="06053",320,350,2,16,489,8,122,3,30,670,25.00,26.80,36.666449,-121.668128,†,670,317,47,364
MISSION PREPARATORY,CALIFORNIA,San Francisco County,="06075",173,212,="0",37,310,18,10,1,9,385,17.00,22.65,37.755220,-122.408861,488,385,238,76,314
MISSION SAN JOSE ELEMENTARY,California,Alameda County,="06001",283,252,–,477,18,7,21,2,10,535,22.00,24.32,37.528313,-121.922182,488,535,18,3,21
MISSION SAN JOSE HIGH,California,Alameda County,="06001",1060,986,2,1882,34,6,97,2,23,2046,85.65,23.89,37.544580,-121.934033,488,2046,119,19,138
MISSION TRAILS ROP,California,Monterey County,="06053",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,36.687520,-121.624800,†,="0",–,–,–
MISSION VALLEY,California,Santa Barbara County,="06083",22,18,–,–,21,3,10,–,6,40,2.00,20.00,34.660208,-120.451403,†,40,24,2,26
MISSION VALLEY ELEMENTARY,California,Alameda County,="06001",343,312,2,564,30,5,37,2,15,655,29.00,22.59,37.536385,-121.946736,488,655,50,7,57
MISSION VALLEY ELEMENTARY,California,Tulare County,="06107",388,321,2,35,434,14,206,2,16,709,28.00,25.32,36.233976,-119.321662,546,709,316,55,371
MISSION VALLEY ROCP,California,Alameda County,="06001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,37.528168,-121.984147,488,="0",–,–,–
MISSION VIEJO HIGH,California,Orange County,="06059",1110,1023,3,193,611,35,1143,7,141,2133,86.30,24.72,33.597758,-117.672095,348,2133,441,54,495
MISSION VIEW PUBLIC,CALIFORNIA,Los Angeles County,="06037",128,110,="0",6,144,9,68,="0",11,238,17.30,13.76,34.415830,-118.552781,348,238,118,13,131
MISSION VISTA ACADEMY,CALIFORNIA,Riverside County,="06065",†,†,†,†,†,†,†,†,†,†,–,–,33.962281,-116.984589,348,†,†,†,†
MISSION VISTA HIGH,California,San Diego County,="06073",827,866,5,158,566,29,833,13,89,1693,75.66,22.38,33.256031,-117.264163,†,1693,367,93,460
MISTLETOE ELEMENTARY,California,Shasta County,="06089",314,296,17,28,88,12,390,–,75,610,24.83,24.57,40.577873,-122.349466,454,610,347,65,412
MIT ACADEMY,CALIFORNIA,Solano County,="06095",277,248,1,135,237,80,57,4,11,525,21.07,24.92,38.149611,-122.243224,488,525,237,56,293
MIT GRIFFIN ACADEMY MIDDLE,CALIFORNIA,Solano County,="06095",63,73,="0",23,41,40,14,2,16,136,5.64,24.11,38.149053,-122.247214,488,136,69,15,84
MITCHELL CHILD DEVELOPMENT,CALIFORNIA,Orange County,="06059",†,†,†,†,†,†,†,†,†,†,–,–,33.720671,-117.909027,348,†,†,†,†
MITCHELL COMMUNITY ELEMENTARY,California,Los Angeles County,="06037",346,309,1,31,347,35,189,2,50,655,26.00,25.19,34.428884,-118.429611,348,655,285,56,341
MITCHELL ELEMENTARY,California,Orange County,="06059",213,206,–,162,219,8,20,4,6,419,17.25,24.29,33.767722,-117.942919,348,419,299,31,330
MITCHELL ELEMENTARY,California,Merced County,="06047",334,257,1,15,469,9,79,–,18,591,22.00,26.86,37.353020,-120.611164,382,591,395,31,426
MITCHELL INTERMEDIATE,California,Merced County,="06047",449,388,5,34,590,24,172,–,12,837,36.68,22.82,37.352910,-120.608803,382,837,548,92,640
MIWOK VALLEY ELEMENTARY CHARTER,California,Sonoma County,="06097",180,154,2,5,239,10,63,–,15,334,18.25,18.30,38.236335,-122.611292,488,334,200,61,261
MLK / LAFAYETTE ELEMENTARY,California,Alameda County,="06001",48,35,–,10,15,45,8,–,5,83,6.00,13.83,37.808109,-122.282439,488,83,72,2,74
MOCCASIN COMMUNITY DAY,California,Tuolumne County,="06109",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,37.835238,-120.220711,†,="0",–,–,–
MODESTO HIGH,California,Stanislaus County,="06099",1233,1281,11,227,1807,66,267,16,120,2514,100.30,25.06,37.630884,-121.007331,382,2514,1842,125,1967
MODOC COUNTY ROP,California,Modoc County,="06049",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,41.480158,-120.544729,†,="0",–,–,–
MODOC COUNTY SPECIAL EDUCATION,California,Modoc County,="06049",13,4,2,="0",6,1,8,="0",="0",17,5.00,3.40,41.480170,-120.544698,†,17,14,="0",14
MODOC HIGH,California,Modoc County,="06049",149,115,20,5,52,6,176,–,5,264,13.71,19.26,41.491957,-120.542168,†,264,151,15,166
MODOC MIDDLE,California,Modoc County,="06049",97,92,17,5,33,3,121,2,8,189,9.58,19.73,41.487789,-120.556285,†,189,130,6,136
MOFFETT ELEMENTARY,California,Los Angeles County,="06037",435,398,2,6,758,9,7,9,42,833,38.25,21.78,33.935254,-118.349501,348,833,692,81,773
MOJAVE ELEMENTARY,California,Kern County,="06029",225,181,3,2,196,146,40,1,18,406,19.00,21.37,35.052794,-118.166506,†,406,335,32,367
MOJAVE HIGH,California,San Bernardino County,="06071",163,79,–,–,179,18,39,1,5,242,17.05,14.19,34.444662,-117.301509,348,242,182,2,184
MOJAVE JR./SR. HIGH,California,Kern County,="06029",164,174,3,3,186,88,44,–,14,338,17.96,18.82,35.050415,-118.166466,†,338,259,38,297
MOJAVE RIVER ACADEMY,CALIFORNIA,San Bernardino County,="06071",9,10,="0",="0",15,3,1,="0",="0",19,1.00,19.00,34.595723,-117.336489,348,19,14,2,16
MOJAVE RIVER ACADEMY - GOLD CANYON,CALIFORNIA,San Bernardino County,="06071",44,67,2,1,82,10,11,="0",5,111,8.20,13.54,34.091490,-117.471771,348,111,90,9,99
MOJAVE RIVER ACADEMY - MARBLE CITY,CALIFORNIA,San Bernardino County,="06071",42,52,1,1,57,2,32,="0",1,94,8.40,11.19,34.426880,-117.565581,348,94,64,8,72
MOJAVE RIVER ACADEMY - NATIONAL TRAILS,CALIFORNIA,San Bernardino County,="06071",165,186,6,3,248,12,63,2,17,351,16.00,21.94,34.056880,-117.309864,348,351,225,35,260
MOJAVE RIVER ACADEMY - ORO GRANDE,CALIFORNIA,San Bernardino County,="06071",237,315,1,9,326,52,139,3,22,552,22.41,24.63,34.507180,-117.392941,348,552,464,28,492
MOJAVE RIVER ACADEMY - ROCKVIEW PARK,CALIFORNIA,San Bernardino County,="06071",49,62,–,–,74,10,23,–,4,111,10.40,10.67,34.427230,-117.346971,348,111,90,7,97
MOJAVE RIVER ACADEMY - ROUTE 66,CALIFORNIA,San Bernardino County,="06071",153,177,1,2,239,26,40,2,20,330,16.20,20.37,34.521016,-117.304015,348,330,271,14,285
MOJAVE RIVER ACADEMY - SILVER MOUNTAIN,CALIFORNIA,San Bernardino County,="06071",164,199,6,–,158,33,145,–,21,363,15.39,23.59,34.893010,-117.054051,348,363,253,18,271
MOJAVE VISTA ELEMENTARY,California,San Bernardino County,="06071",569,508,16,29,692,208,105,14,13,1077,42.16,25.55,34.480698,-117.310996,348,1077,931,53,984
MOKELUMNE HIGH (CONTINUATION),California,Sacramento County,="06067",11,3,="0",="0",8,="0",4,="0",2,14,1.00,14.00,38.330262,-121.568913,472,14,9,="0",9
MOKELUMNE HILL ELEMENTARY,California,Calaveras County,="06009",46,54,1,–,15,–,75,–,9,100,4.17,23.98,38.299050,-120.697960,†,100,50,5,55
MOLLY S. BAKMAN ELEMENTARY,California,Fresno County,="06019",390,391,3,166,530,32,29,7,14,781,31.00,25.19,36.751265,-119.721670,260,781,621,103,724
MONACHE HIGH,California,Tulare County,="06107",1019,979,17,118,1515,10,291,4,43,1998,80.93,24.69,36.082917,-119.051100,546,1998,1274,3,1277
MONARCH,California,San Diego County,="06073",129,112,–,3,198,18,14,1,7,241,15.00,16.07,32.702395,-117.150395,†,241,238,="0",238
MONARCH ACADEMY,California,Mariposa County,="06043",28,17,2,="0",4,="0",37,="0",2,45,5.50,8.18,37.490183,-119.964411,†,45,29,9,38
MONARCH GROVE ELEMENTARY,California,San Luis Obispo County,="06079",206,162,–,9,69,3,266,–,21,368,15.40,23.90,35.313632,-120.848741,†,368,142,13,155
MONARCH LEARNING CENTER,CALIFORNIA,Shasta County,="06089",49,26,3,–,9,2,56,–,5,75,3.00,25.00,40.537660,-122.388131,454,75,44,1,45
MONARCH RIVER ACADEMY,CALIFORNIA,Tulare County,="06107",†,†,†,†,†,†,†,†,†,†,–,–,36.058348,-118.966109,546,†,†,†,†
MONETA CONTINUATION,California,Los Angeles County,="06037",23,20,–,–,35,6,2,–,–,43,1.50,28.67,33.867420,-118.294731,348,43,35,1,36
MONO COUNTY ROP,California,Mono County,="06051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",–,†,38.257115,-119.228598,†,="0",–,–,–
MONROE ELEMENTARY,California,Fresno County,="06019",79,86,–,3,155,–,7,–,–,165,10.00,16.50,36.564251,-119.736514,260,165,155,6,161
MONROE ELEMENTARY,California,Kings County,="06031",354,346,7,2,487,25,154,1,24,700,28.00,25.00,36.350999,-119.650522,546,700,561,="0",561
MONROE ELEMENTARY,California,Riverside County,="06065",317,329,1,7,538,21,68,2,9,646,25.70,25.14,33.934256,-117.431664,348,646,454,87,541
MONROE ELEMENTARY,California,Orange County,="06059",149,151,1,11,280,2,4,1,1,300,10.00,30.00,33.714500,-117.863180,348,300,232,22,254
MONROE ELEMENTARY,California,Los Angeles County,="06037",305,311,1,18,448,32,104,–,13,616,25.50,24.16,34.145367,-118.007834,348,616,307,46,353
MONROE ELEMENTARY,California,San Joaquin County,="06077",306,267,9,69,417,50,12,1,15,573,14.33,39.99,37.930846,-121.249364,488,573,463,20,483
MONROE ELEMENTARY,California,Santa Barbara County,="06083",207,187,2,5,298,2,84,–,3,394,18.00,21.89,34.404940,-119.730820,†,394,210,18,228
MONROE ELEMENTARY,California,Alameda County,="06001",218,174,1,120,154,44,42,–,31,392,17.00,23.06,37.699224,-122.146083,488,392,214,55,269
MONROE ELEMENTARY,California,San Francisco County,="06075",249,279,–,202,251,9,23,3,40,528,13.30,39.70,37.725564,-122.430431,488,528,322,61,383
MONROE HIGH (CONTINUATION),California,Kern County,="06029",14,8,1,="0",9,1,11,="0",="0",22,1.00,22.00,35.130062,-118.438473,†,22,12,2,14
MONROE MIDDLE,California,Santa Clara County,="06085",581,537,4,89,778,49,129,8,61,1118,54.06,20.68,37.308212,-121.944548,488,1118,639,109,748
MONROVIA HIGH,California,Los Angeles County,="06037",871,746,4,124,993,105,328,2,61,1617,66.56,24.29,34.146447,-118.017179,348,1617,687,117,804
MONSENOR OSCAR ROMERO CHARTER MIDDLE,CALIFORNIA,Los Angeles County,="06037",181,161,–,1,338,1,2,–,–,342,14.00,24.43,34.049990,-118.294531,348,342,302,16,318
MONSON-SULTANA ELEMENTARY,California,Tulare County,="06107",224,235,–,–,430,–,26,–,3,459,21.00,21.86,36.544399,-119.335161,546,459,369,18,387
MONTA LOMA ELEMENTARY,California,Santa Clara County,="06085",218,207,–,58,169,15,129,6,48,425,17.00,25.00,37.408973,-122.098523,488,425,125,39,164
MONTA VISTA HIGH,California,Santa Clara County,="06085",1147,1127,2,1810,79,4,277,2,100,2274,92.23,24.66,37.314500,-122.056192,488,2274,95,9,104
MONTAGUE CHARTER ACADEMY,CALIFORNIA,Los Angeles County,="06037",456,363,2,12,784,10,5,1,5,819,34.00,24.09,34.244481,-118.415022,348,819,689,68,757
MONTAGUE ELEMENTARY,California,Santa Clara County,="06085",233,193,3,193,122,12,63,7,26,426,17.00,25.06,37.388550,-121.946703,488,426,142,21,163
MONTAGUE ELEMENTARY,California,Siskiyou County,="06093",98,65,14,–,32,1,38,2,76,163,8.00,20.38,41.728044,-122.521580,†,163,124,9,133
MONTAIR ELEMENTARY,California,Contra Costa County,="06013",308,248,1,96,59,3,347,–,50,556,25.00,22.24,37.819564,-122.004771,488,556,31,1,32
MONTALVIN MANOR ELEMENTARY,California,Contra Costa County,="06013",259,239,4,59,328,67,28,2,10,498,18.90,26.35,37.995058,-122.336194,488,498,376,58,434
MONTALVO ELEMENTARY,California,Ventura County,="06111",198,201,–,6,311,3,67,–,12,399,17.50,22.80,34.255742,-119.206907,348,399,144,109,253
MONTARA AVENUE ELEMENTARY,California,Los Angeles County,="06037",426,400,1,–,813,4,8,–,–,826,39.00,21.18,33.944552,-118.218227,348,826,685,54,739
MONTARA ELEMENTARY,California,San Bernardino County,="06071",354,328,4,5,379,144,107,6,37,682,25.75,26.49,34.880143,-116.994867,348,682,485,4,489
MONTCLAIR ELEMENTARY,California,Alameda County,="06001",332,308,–,69,83,92,276,1,119,640,26.00,24.62,37.830955,-122.213043,488,640,118,19,137
MONTCLAIR HIGH,California,San Bernardino County,="06071",1484,1398,12,136,2542,41,106,10,35,2882,120.08,24.00,34.073023,-117.701197,348,2882,2112,400,2512
MONTCLAIRE ELEMENTARY,California,Santa Clara County,="06085",222,206,1,184,21,–,164,1,57,428,20.28,21.10,37.342780,-122.082131,488,428,5,1,6
MONTE BELLA ELEMENTARY,California,Monterey County,="06053",406,425,1,18,778,2,17,–,15,831,32.00,25.97,36.682019,-121.596052,†,831,617,125,742
MONTE GARDENS ELEMENTARY,California,Contra Costa County,="06013",258,260,1,62,168,15,169,–,103,518,20.50,25.27,37.987449,-122.005029,488,518,103,28,131
MONTE RIO ELEMENTARY,California,Sonoma County,="06097",43,41,–,2,11,–,53,–,18,84,5.20,16.15,38.471616,-123.015110,488,84,50,6,56
MONTE VERDE ELEMENTARY,California,San Mateo County,="06081",275,255,1,314,98,6,47,11,53,530,22.00,24.09,37.636574,-122.451896,488,530,89,32,121
MONTE VISTA,California,Monterey County,="06053",179,186,–,22,112,10,183,5,33,365,17.00,21.47,36.589928,-121.907918,†,365,98,15,113
MONTE VISTA,California,Ventura County,="06111",115,167,1,6,90,1,176,–,8,282,13.20,21.36,34.261490,-118.781791,348,282,90,="0",90
MONTE VISTA ELEMENTARY,California,Riverside County,="06065",465,430,4,104,318,60,299,8,102,895,38.50,23.25,33.577800,-117.145213,348,895,287,65,352
MONTE VISTA ELEMENTARY,California,San Bernardino County,="06071",304,289,4,20,524,11,24,1,9,593,24.10,24.61,34.071169,-117.696716,348,593,411,79,490
MONTE VISTA ELEMENTARY,California,Los Angeles County,="06037",331,299,–,24,603,–,1,–,2,630,27.10,23.25,34.045788,-118.035567,348,630,464,59,523
MONTE VISTA ELEMENTARY,California,Los Angeles County,="06037",267,256,1,67,410,17,24,–,4,523,23.10,22.64,34.082218,-117.940102,348,523,345,61,406
MONTE VISTA ELEMENTARY,California,Orange County,="06059",264,252,4,2,505,1,4,–,–,516,19.00,27.16,33.737402,-117.897326,348,516,480,17,497
MONTE VISTA ELEMENTARY,California,Los Angeles County,="06037",400,364,3,20,359,225,122,1,34,764,29.00,26.34,34.699248,-118.152636,348,764,607,83,690
MONTE VISTA ELEMENTARY,California,Los Angeles County,="06037",417,394,1,447,38,1,276,–,48,811,28.00,28.96,34.230368,-118.235975,348,811,122,27,149
MONTE VISTA ELEMENTARY,California,Sonoma County,="06097",249,234,2,19,174,4,203,1,80,483,20.50,23.56,38.329614,-122.680908,488,483,160,35,195
MONTE VISTA ELEMENTARY,California,Santa Barbara County,="06083",154,156,–,18,95,3,173,–,21,310,12.00,25.83,34.450524,-119.745786,†,310,70,17,87
MONTE VISTA ELEMENTARY,California,Tulare County,="06107",254,199,3,8,364,2,53,–,23,453,18.00,25.17,36.086863,-119.033587,546,453,380,="0",380
MONTE VISTA ELEMENTARY,California,San Diego County,="06073",260,250,1,6,295,8,162,2,36,510,21.00,24.29,33.190773,-117.212471,†,510,268,42,310
MONTE VISTA HIGH,California,San Diego County,="06073",876,795,5,76,1094,155,218,10,113,1671,74.06,22.56,32.737611,-116.973643,†,1671,854,460,1314
MONTE VISTA HIGH,California,Contra Costa County,="06013",1225,1223,4,556,212,14,1446,5,211,2448,101.61,24.09,37.843787,-121.981667,488,2448,86,10,96
MONTE VISTA HIGH,California,Orange County,="06059",25,37,="0",2,13,="0",40,2,5,62,="0.70",88.57,33.653850,-117.890212,348,62,18,="0",18
MONTE VISTA MIDDLE,California,Los Angeles County,="06037",134,113,1,6,233,2,4,="0",1,247,11.33,21.80,33.921255,-118.033061,348,247,185,31,216
MONTE VISTA MIDDLE,California,Riverside County,="06065",476,440,10,17,669,74,109,6,31,916,44.81,20.44,33.788161,-116.963363,348,916,663,79,742
MONTE VISTA MIDDLE,California,Ventura County,="06111",411,355,2,77,300,44,290,3,50,766,33.44,22.91,34.226013,-119.054143,348,766,225,56,281
MONTE VISTA MIDDLE,California,San Joaquin County,="06077",495,447,5,119,604,67,95,16,36,942,42.80,22.01,37.748615,-121.436773,488,942,572,107,679
MONTE VISTA STREET ELEMENTARY,California,Los Angeles County,="06037",174,162,–,4,296,3,28,–,5,336,14.00,24.00,34.110543,-118.198484,348,336,300,11,311
MONTEBELLO COMMUNITY DAY,California,Los Angeles County,="06037",28,11,="0",="0",38,="0",1,="0",="0",39,4.51,8.65,34.023801,-118.141579,348,39,31,="0",31
MONTEBELLO GARDENS ELEMENTARY,California,Los Angeles County,="06037",171,137,1,4,301,–,1,–,1,308,13.00,23.69,34.008911,-118.089055,348,308,195,42,237
MONTEBELLO HIGH,California,Los Angeles County,="06037",1225,1172,4,19,2319,8,33,1,13,2397,94.91,25.26,34.015504,-118.122799,348,2397,1834,195,2029
MONTEBELLO INTERMEDIATE,California,Los Angeles County,="06037",498,469,1,1,959,–,3,1,2,967,35.51,27.23,34.012313,-118.117570,348,967,762,48,810
MONTEBELLO PARK ELEMENTARY,California,Los Angeles County,="06037",264,226,–,–,483,–,4,–,3,490,19.00,25.79,34.013663,-118.135698,348,490,363,23,386
MONTECITO HIGH (CONTINUATION),California,San Diego County,="06073",84,53,1,="0",62,4,63,1,6,137,6.80,20.15,33.039168,-116.863533,†,137,64,5,69
MONTECITO UNION,California,Santa Barbara County,="06083",190,204,5,3,42,2,314,–,28,394,32.50,12.12,34.432446,-119.632637,†,394,50,7,57
MONTEMALAGA ELEMENTARY,California,Los Angeles County,="06037",215,228,–,150,60,6,173,2,52,443,18.00,24.61,33.790654,-118.395240,348,443,26,2,28
MONTERA ELEMENTARY,California,San Bernardino County,="06071",263,257,9,38,439,15,6,9,4,520,23.00,22.61,34.064460,-117.698774,348,520,458,43,501
MONTERA MIDDLE,California,Alameda County,="06001",417,310,6,79,162,240,172,7,61,727,42.56,17.08,37.820386,-122.202107,488,727,349,45,394
MONTEREY BAY CHARTER,CALIFORNIA,Monterey County,="06053",228,236,3,28,82,8,275,4,64,464,19.00,24.42,36.605420,-121.930167,†,464,81,27,108
MONTEREY CONTINUATION,California,Los Angeles County,="06037",39,20,–,–,59,–,–,–,–,59,3.50,16.86,34.028577,-118.158676,348,59,51,2,53
MONTEREY COUNTY HOME CHARTER,California,Monterey County,="06053",120,166,–,2,213,2,64,–,5,286,15.80,18.10,36.653410,-121.639760,†,286,151,23,174
MONTEREY COUNTY SPECIAL EDUCATION,California,Monterey County,="06053",203,78,1,9,237,4,24,2,4,281,42.00,6.69,36.653410,-121.639760,†,281,157,31,188
MONTEREY ELEMENTARY,California,San Bernardino County,="06071",261,221,4,11,372,46,4,3,42,482,20.00,24.10,34.107816,-117.268405,348,482,433,18,451
MONTEREY HEIGHTS ELEMENTARY,California,San Diego County,="06073",222,196,5,36,232,71,40,14,20,418,17.00,24.59,32.722382,-117.033114,†,418,278,33,311
MONTEREY HIGH,California,Monterey County,="06053",697,653,5,103,675,65,396,11,95,1350,57.75,23.38,36.595324,-121.901356,†,1350,480,123,603
MONTEREY HIGH (CONTINUATION),California,Los Angeles County,="06037",81,60,="0",3,83,3,48,="0",4,141,9.00,15.67,34.186556,-118.331910,348,141,64,5,69
MONTEREY HIGHLANDS ELEMENTARY,California,Los Angeles County,="06037",505,520,1,595,359,5,21,3,41,1025,38.20,26.83,34.057765,-118.154901,348,1025,365,90,455
MONTEREY HILLS ELEMENTARY,California,Los Angeles County,="06037",370,320,1,223,184,19,143,–,120,690,28.50,24.21,34.103866,-118.164374,348,690,93,13,106
MONTEREY PARK ELEMENTARY,California,Monterey County,="06053",295,266,2,8,488,3,41,–,19,561,26.00,21.58,36.656188,-121.650438,†,561,419,31,450
MONTEREY PENINSULA UNF SCH,California,Monterey County,="06053",3,2,="0",="0",3,1,="0",="0",1,5,1.17,4.27,36.626191,-121.834079,†,5,‡,‡,‡
MONTEREY PENINSULA UNIFIED SCHOOL DISTRICT COMMUNITY DAY,California,Monterey County,="06053",7,1,–,–,8,–,–,–,–,8,1.06,7.55,36.595409,-121.898472,†,8,‡,‡,‡
MONTEREY RIDGE ELEMENTARY,California,San Diego County,="06073",492,501,1,528,59,11,281,1,112,993,37.50,26.48,33.026872,-117.108862,†,993,95,12,107
MONTEREY ROAD ELEMENTARY,California,San Luis Obispo County,="06079",184,168,3,5,71,3,253,1,16,352,14.00,25.14,35.499239,-120.691880,†,352,71,23,94
MONTEREY TRAIL HIGH,California,Sacramento County,="06067",1173,1115,13,979,582,351,146,77,140,2288,102.54,22.31,38.449401,-121.398289,472,2288,1176,320,1496
MONTEREY VISTA ELEMENTARY,California,Los Angeles County,="06037",267,256,1,399,104,–,10,–,9,523,20.00,26.15,34.055754,-118.109762,348,523,305,41,346
MONTEVIDEO ELEMENTARY,California,Orange County,="06059",180,148,–,28,84,–,188,1,27,328,12.00,27.33,33.612998,-117.667897,348,328,67,8,75
MONTEVIDEO ELEMENTARY,California,Contra Costa County,="06013",342,316,4,368,85,9,135,1,56,658,26.00,25.31,37.755846,-121.950738,488,658,41,2,43
MONTEZUMA ELEMENTARY,California,San Joaquin County,="06077",375,333,8,34,608,36,15,–,7,708,23.67,29.91,37.939224,-121.241357,488,708,519,24,543
MONTGOMERY (JOHN J.) ELEMENTARY,California,San Diego County,="06073",175,147,–,6,293,6,15,–,2,322,14.00,23.00,32.597681,-117.068469,†,322,269,35,304
MONTGOMERY CREEK ELEMENTARY,California,Shasta County,="06089",35,38,22,–,15,–,32,–,4,73,4.00,18.25,40.843505,-121.920753,454,73,65,4,69
